tanggal,deskripsi,nomor_part,harga,qty,satuan,pengguna,keterangan
2023-11-18,Oil Engine MEDITRAN SX,15W-40,29200,9,ltr, N 9663 UH ,Req 001209
2023-11-18,Oil Filter NKR & NMR/ Astra,16-97247 514-0,94575,1,pcs, N 9663 UH ,Req 001209
2023-11-18,Minyak Rem PRESTONE / ARNEX,DOT 3,75000,0.3,ltr, N 9849 UH ,
2023-11-18,Oil Engine MEDITRAN SX PLUS ( 200 L ),Cahaya Gunung Jati,33750,11.5,ltr, N 9683 UH / ARIS Jupri DT Baru ,Req 001210
2023-11-18,Oil Filter NKR & NMR/ Astra,16-97247 514-0,94575,1,pcs, N 9683 UH / ARIS Jupri DT Baru ,Req 001210
2023-11-18,FUEL FILTER DMAX I6-98159 693-0,ASTRA ISUZU,75000,1,pcs, N 9683 UH / ARIS Jupri DT Baru ,Req 001210
2023-11-18,Tabung o2,*,75000,1,tbg, Crusher ,
2023-11-18,Kawat Las RB 4.0 mm,*,1565,30,pcs, Crusher ,
2023-11-18,CUTTING TIP / MATA BLANDER TYPE A-3,REJO JOYO,50000,1,pcs, Crusher ,
2023-11-18,Head Lamp Assy NKR 71-LH,73 Motor,650000,1,pcs, N 8477 UG ,
2023-11-18,Head Lamp Assy NKR 71-RH,73 Motor,650000,1,pcs, N 8477 UG ,
2023-11-18,Lamp Turn Signal NKR 71 - LH,73 Motor,150000,1,pcs, N 8477 UG ,
2023-11-18,Lamp Turn Signal NKR 71 - RH,73 Motor,150000,1,pcs, N 8477 UG ,
2023-11-18,Oil Hydraulic MEDITRAN S10W,SAE 10 W,29000,1,ltr, N 8477 UG ,
2023-11-18,Minyak Rem PRESTONE / ARNEX,DOT 3,75000,0.5, ltr , N 8477 UG ,
2023-11-18,Tabung o2,*,75000,1,tbg, N 8477 UG ,
2023-11-18,Minyak Rem PRESTONE / ARNEX,DOT 3,75000,0.9,ltr, N 8477 UG ,
2023-11-18,Master Kopling Atas NKR 71,Makmur,200000,1,ltr, N 8477 UG ,
2023-11-18,Oil Hydraulic MEDITRAN S10W,SAE 10 W,29000,8,ltr, WA 01 ,
2023-11-18,Oil hydraulic TuraliK 69,CAHAYA GUNUNG JATI,27000,5,ltr, WA 01 ,
2023-11-18,V Belt B65,Omega Tech,54000,1,pcs, Paving 3 ,
2023-11-18,Ban Luar 7.50-16 AULUS /Pak Muq,ZC230107005,2150000,1,set, N 9490 UH ,
2023-11-18,Ban Luar 7.50-16 AULUS /Pak Muq,ZC230235022,2150000,1,set, N 9490 UH ,
2023-11-18,Semen,Kas - Langgeng Arto,48000,1,pcs, Proyek Sabililah P.Eko ,
2023-11-18,Valve 3 Way Nissan,Kas - 73 MOTOR,635000,1,pcs, Tangkil ,
2023-11-18,Mata Bor Piramida,Cakra Motor,120000,1,set, Puntir Cone Crusher ,Perbaikan Di Malang
2023-11-18,Kabel NYAF 16mm,Ipul Electric,57000,5,mtr, Puntir Cone Crusher ,Perbaikan Di Malang
2023-11-18,Pilot Lamp,Ipul Electric,10000,2,pcs, Puntir Cone Crusher ,Perbaikan Di Malang
2023-11-18,SPROCKET RS80-24T,OMEGA TECH,246000,1,pcs, REQ MOJOAGUNG ,SJ 001315 / Di bawa Pak JIBUT
2023-11-18,BUBUT SPROCKET D:60mm+SEPI+BOREK,TRIYENNY JAYA,85000,1,pcs, MOJOAGUNG ,SJ 001315 / Di bawa Pak JIBUT
2023-11-18,Plat Nomor Honda Vario Merah + STNK,N 3467 EFC,0,1,set, MOJOAGUNG ,SJ 001315 / Di bawa Pak JIBUT
2023-11-18,Ban Dalam 1000-20 IBK,DIRGAPUTRA EKAPRATAMA,269000,3,pcs, Mojoagung ,SJ 001315 / Di bawa Pak JIBUT
2023-11-20,Seal Roda blk Luar NKR & NMR - RM,8 - 94336-317-1,31500,1,pcs, N 9426 UG ,Req 001213
2023-11-20,Seal Roda Belakang Dalam NMR  - RM,8 - 97122937 - 0,45000,1,pcs, N 9426 UG ,Req 001213
2023-11-20,Bearing Roda Belakang Dalam NMR/JUB,30213 JR / KOYO,162500,1,pcs, N 9426 UG ,Req 001213
2023-11-20,Bearing Roda Belakang Luar / JUB,28680/22 KOYO,176750,1,pcs, N 9426 UG ,Req 001213
2023-11-20,Kanvas Rem NKR 71,DIRGAPUTRA EKAPRATAMA,41125,2,pcs, N 9426 UG ,Req 001213
2023-11-20,BAUT NAP FE KASAR,73 MOTOR,5500,2,pcs, N 9426 UG ,Req 001213
2023-11-20,MUR BAGONG NKR71,73 MOTOR,85000,1,pcs, N 9426 UG ,Req 001213
2023-11-20,Minyak Rem PRESTONE / ARNEX,DOT 3,75000,0.6,ltr, N 9426 UG ,Req 001213
2023-11-20,Oil Engine MEDITRAN SX PLUS ( 200 L ),Cahaya Gunung Jati,33750,11.5,ltr, N 8235 UG ,Req 001211
2023-11-20,Oil Filter NKR & NMR/ Astra,16-97247 514-0,94575,1,pcs, N 8235 UG ,Req 001211
2023-11-20,FUEL FILTER DMAX I6-98159 693-0,ASTRA ISUZU,75000,1,pcs, N 8235 UG ,Req 001211
2023-11-20,Fuel Filter NKR & NMR / ASTRA, I8 98037481-A,90675,1,pcs, N 8235 UG ,Req 001211
2023-11-20,Grease Bearing SHELL,GADUS S2 V150C3,1500000,1,pail, Crusher ,
2023-11-20,Daun Velg L6-12mm ,P/N,400000,1,pcs, N 9456 UG ,Req 001212
2023-11-20,PASANG DAUN VELG R16,BAMBANG AS,150000,1,pcs, N 9456 UG ,Req 001212
2023-11-20,ACCU NS70 12V RCA BATT,DIRGAPUTRA EKAPRATAMA,809041,1,pcs, N 9456 UG ,Req 001212
2023-11-20,Oil Engine MEDITRAN SX,15W-40,29200,1.5,ltr, N 9456 UG ,Req 001212
2023-11-20,Oil Hydraulic MEDITRAN S10W,SAE 10 W,29000,15,ltr, WA 01 ,
2023-11-20,Oil hydraulic TuraliK 69,CAHAYA GUNUNG JATI,27000,7,ltr, WA 01 ,
2023-11-20,Oil Engine MEDITRAN SX,15W-40,29200,1,ltr, WA 01 ,
2023-11-20,Ban Luar 7.50-16 BS/BSN,T8901-HNJ0723,2175000,1,set, N 9426 UG ,Req 001323
2023-11-20,Ban Luar 7.50-16 BS/BSN,T8901-HNJ0723,2175000,1,set, N 9426 UG ,Req 001323
2023-11-20,KAIN WARNA,TOKO 27,12500,8,Kg, MEKANIK ,
2023-11-20,Steker BROCO,BAROKAH,16500,1,pcs, MEKANIK ,
2023-11-20,CAT MIX JAGOAN ABU DASHBOARD,TOKO 27,110000,1,kg, TM 216 ,
2023-11-20,SIKAT MANGKOK EINHILL,TOKO 27,25000,1,pcs, TM 216 ,
2023-11-20,Oil Hydraulic MEDITRAN S10W,SAE 10 W,29000,1,ltr, N 8502 UA ,
2023-11-20,Oil Engine MEDITRAN SX,15W-40,29200,1.5,ltr, N 8502 UA ,
2023-11-20,Oil Engine MEDITRAN SX,15W-40,29200,1.5,ltr, N 8271 UE ,
2023-11-20,Oil Engine MEDITRAN SX,15W-40,29200,1.5,ltr, N 9058 UF ,
2023-11-20,Ban Luar 7.50-16 AULUS /Pak Muq,ZC230714701,2150000,1,set, N 9210 UF ,Req 001321
2023-11-20,Otomatis Sanyi,Kas - UD Akbar Jaya II,60000,1,pcs, Paving ,
2023-11-20,Hanco Worm Gear Speed Reducer,Kas - PT Interjaya Suryamegah,2180000,1,unit, Crusher ,
2023-11-20,GANTI NOZZLE  FUSO DENSO,Kas - BENGKEL GANESHA,575000,6,pcs, DT 9578 UF/N 9420 UV ,
2023-11-20,Bearing Screen Crusher KOYO 22318 RZKW33+Adaptor H2318,Jaya Utama Bearing,1612000,1,pcs, Crusher Kediri ,SJ 001317
2023-11-20,Adapter Shock H2318,Jaya Utama Bearing,115000,1,pcs, Crusher Kediri ,SJ 001317
2023-11-20,PASANG DAUN VELG R16 2 JADI 1,BAMBANG AS,250000,1,pcs, Crusher Kediri ,SJ 001317
2023-11-20,Ban Jasa Vulkansir Panas 1000-20 / BSJ,UJB 024,825000,1,pcs, RM Kediri ,SJ 001318
2023-11-20,Ban Jasa Vulkansir Panas 1000-20 / BSJ,UJB 164,825000,1,pcs, RM Kediri ,SJ 001318
2023-11-20,Ban Jasa Vulkansir Panas 1000-20 / BSJ,UJB 195,825000,1,pcs, RM Kediri ,SJ 001318
2023-11-20,Ban Jasa Vulkansir Panas 1000-20 / BSJ,UJB 209,825000,1,pcs, RM Kediri ,SJ 001318
2023-11-20,Ban Jasa Vulkansir Panas 1000-20 / BSJ,UJB 258,825000,1,pcs, RM Kediri ,SJ 001318
2023-11-20,Ban Jasa Vulkansir Panas 1000-20 / BSJ,UJB 343,825000,1,pcs, RM Kediri ,SJ 001318
2023-11-20,Velg repair L6-12mm,Triyenny,60000,3,pcs, RM Kediri ,SJ 001318
2023-11-20,Daun Velg L-6 LANTECH,P/N,400000,3,Pcs, RM Kediri ,SJ 001318
2023-11-20,Kawat Las RB 4.0 mm,Untuk Las Velg,1565,33, pcs , RM Kediri ,SJ 001318
2023-11-20,OIL MEDITRAN SX 15W-40,CAHAYA GUNUNG JATI,6100000,1,drum, RM Kediri ,SJ 001318
2023-11-20,RING VELG R20,SUMBER BERKAT DIESEL,300000,2,pcs, RM Kediri ,SJ 001318
2023-11-20,Dinamo Stater BEIBEN ,Bekas Kediri RM,0,2,Pcs, RM Kediri ,SJ 001318
2023-11-20,Askruk WA CAT BABAT,Bekas / Patah,0,1,Pcs, RM Kediri ,SJ 001318
2023-11-20,Tabung o2,41010,75000,1,tbg, RM Kediri ,SJ 001318
2023-11-21,REGULATOR LPG WIN,CAKRA MOTOR,95000,1,pcs, MEKANIK ,
2023-11-21,Tabung o2,*,75000,1,tbg, N 8477 UG ,
2023-11-21,Thinner Super,SIWA JAYA,17000,20, ltr , TM 216 ,
2023-11-21,SOLASI KERTAS BESAR,SUMBER ALAM ATK,14000,2, pcs , TM 216 ,
2023-11-21,CAT TOP COLOR BLACK 0020,TOKO 27,82500,1,kg, TM 216 ,
2023-11-21,Vernis + Thiner AUTOGLOW,Toko 27,225000,1,set, TM 216 ,
2023-11-21,Roller Chain RS 80-1,Omega Tech,549000,1,pcs, CRUSHER ,
2023-11-21,Sekering Kotak 25 Amp,CAKRA MOTOR,2000,20,pcs, WA 01 ,
2023-11-21,Oil Hydraulic MEDITRAN S10W,SAE 10 W,29000,8,ltr, WA 01 ,
2023-11-21,Oil hydraulic TuraliK 69,CAHAYA GUNUNG JATI,27000,3,ltr, WA 01 ,
2023-11-21,Minyak Rem PRESTONE / ARNEX,DOT 3,75000,0.4,ltr, N 9566 UG ,RUDI STORING
2023-11-21,Ban Depan Luar 750-16 BS Ex DT / ASTRA ISUZU,DK 5565-35/DJ0723 KM 411614,1400000,1,set, N 8624 UG ,Req 001325
2023-11-21,BAN VULKANISIR JADI DGN 750-16 / MJS, GT F1823,1050000,1,pcs, N 8502 UA ,Req 001324
2023-11-21,Tabung Gas LPG isi 12 kh,Kas - UD Rizky Gas,20000,1,pcs, N 8477 UG ,
2023-11-21,UM storing ke dampit P. Hadi + P. Rudi + P. Edi,Kas,15000,3,orang, N 9566 UG ,
2023-11-21,Selenoid Valve 220V,Kas - Tokopedia,130800,4,pcs, Banjarmasin ,
2023-11-22,Palstik PP,*,8500,2,pack, Stock Mekanik ,
2023-11-22,Oil Engine MEDITRAN SX,15W-40,29200,3,ltr, N 8515 UH ,
2023-11-22,Oil Hydraulic MEDITRAN S10W,SAE 10 W,29000,0.6,ltr, N 8515 UH ,
2023-11-22,Koran Bekas,*,16000,0.5,kg, TM 216 ,
2023-11-22,CAT TOP COLOR WHITE 0001,SIWA JAYA,88000,1,Kg, TM 216 ,
2023-11-22,Cat Tc White TT,Toko 27 ,82500,3,pcs, TM 216 ,
2023-11-22,Epoxy Dana Grey + H,TOKO 27,85000,4,kg, TM 216 ,
2023-11-22,SOLASI KERTAS BESAR,SUMBER ALAM ATK,14000,2, pcs , TM 216 ,
2023-11-22,Velg Baru L6 - 12 mm Mercy/UJB,SBM,850000,1,pcs, N 8761 EG (SUSIONO) ,Req 001214
2023-11-22,Oil Hydraulic MEDITRAN S10W,SAE 10 W,29000,8,ltr, WA 01 ,
2023-11-22,Oil hydraulic TuraliK 69,CAHAYA GUNUNG JATI,27000,5,ltr, WA 01 ,
2023-11-22,Jasa Ban Vulkanisir PNS 750-16 / BSJ,DJ3422-DH05565-67,500000,1,pcs, N 8502 UA ,Req 001326
2023-11-22,Jasa Ban Vulkanisir PNS 750-16 / BSJ,DJ3422-DK 5565-36,500000,1,pcs, N 8502 UA ,Req 001326
2023-11-22,BAN DALAM 700/750-16 IBK,DIRGAPUTRA EKAPRATAMA,134389,2,pcs, N 8502 UA ,Req 001326
2023-11-22,Marshet IBK R16 ,DIRGAPUTRA EKAPRATAMA,34965,2,pcs, N 8502 UA ,Req 001326
2023-11-22,BAUT RODA NKR71 RR-LH IBK,73 MOTOR,60000,2,pcs, N 9210 UF ,Req 001216
2023-11-22,Seal Roda Belakang Dalam NKR - RM,8-94336-316-0,37500,2,pcs, N 8310 UH ,Req 001215
2023-11-22,Bearing Roda Belakang Dalam NMR/JUB,30213 JR / KOYO,162500,1,pcs, N 8310 UH ,Req 001215
2023-11-22,SEAL REM 40493 R,73 MOTOR,10000,2,pcs, N 8310 UH ,Req 001215
2023-11-22,Minyak Rem PRESTONE / ARNEX,DOT 3,75000,0.25,ltr, N 8310 UH ,Req 001215
2023-11-22,Kaleng TC Orans,Kas - UD Barokah,7500,2,pcs, Mekanik ,
2023-11-22,Lem G,Kas - UD Barokah,8500,2,pcs, Mekanik ,
2023-11-22,Bikin Kunci,Kas,20000,2,pcs, Suprafit ,
2023-11-22,Ban Jasa Vulkansir Panas 1000-20 / BSJ,UJB 072,825000,1,pcs, TANGKIL ,SJ 001319
2023-11-22,Ban Jasa Vulkansir Panas 1000-20 / BSJ,UJB 167,825000,1,pcs, TANGKIL ,SJ 001319
2023-11-22,Ban Jasa Vulkansir Panas 1000-20 / BSJ,UJB 384,825000,1,pcs, TANGKIL ,SJ 001319
2023-11-22,Ban Jasa Vulkansir Panas 1000-20 / BSJ,UJB 843,825000,1,pcs, TANGKIL ,SJ 001319
2023-11-22,Ban Jasa Vulkansir Panas 1000-20 / BSJ,UJB 844,825000,1,pcs, TANGKIL ,SJ 001319
2023-11-22,Ban Jasa Vulkansir Panas 1000-20 / BSJ,UJB 845,825000,1,pcs, TANGKIL ,SJ 001319
2023-11-22,OIL COOLER HINO EK100,ANUGERAH,1600000,1,pcs, TM PUNTIR DIPERBAIKI DI TANGKIL ,SJ BY NOTA
2023-11-22,BAN LUAR 750-16 DURATURN Y601/SBM,308 204 5290,1950000,1,set, Babat ,SJ 001321
2023-11-22,BAN LUAR 750-16 DURATURN Y601/SBM,308 103 8247,1950000,1,set, Babat ,SJ 001321
2023-11-22,BAN LUAR 750-16 DURATURN Y601/SBM,308 303 6816,1950000,1,set, Babat ,SJ 001321
2023-11-22,BAN LUAR 750-16 DURATURN Y601/SBM,308 201 5635,1950000,1,set, Babat ,SJ 001321
2023-11-22,Matras Paving,*,0,1,set, Paving Babat ,SJ 001321
2023-11-22,OIL MEDITRAN SX 15W-40,CAHAYA GUNUNG JATI,6100000,1,drum, MOJOAGUNG ,SJ 001320
2023-11-22,FUEL FILTER DONALDSON J86-21842,UD. SEMPURNA,137500,2,pcs, MOJOAGUNG ,SJ 001320
2023-11-22,Oil Hydraulic Turalik 69,CAHAYA GUNUNG JATI,5600000,1,drum, MOJOAGUNG ,SJ 001320
2023-11-23,Velg Baru L6 - 12 mm Mercy/UJB,SBM,850000,1,pcs, N 9683 UH (ARIS) ,SJ 001217
2023-11-23,Cat Tc White TT,Toko 27 ,82500,3,pcs, TM 216 ,
2023-11-23,CAT TOP COLOR BLACK 0020,TOKO 27,82500,2,kg, TM 216 ,
2023-11-23,Cat Tc Taxi Yellow,Toko 27 ,82500,6,pcs, TM 216 ,
2023-11-23,Oil Engine MEDITRAN SX,15W-40,29200,2,ltr, B 9981 PDC ,Puntir
2023-11-23,SARUNG TANGAN ABU-ABU,PRIMA SEKAR,13500,10,lsn, PAVING ,
2023-11-23,SPRAY GUN KENTARO F75,SIWA JAYA,180000,1,pcs, MEKANIK ,
2023-11-23,TERPAL 3x5,BAROKAH,120000,1,pcs, N 8515 UH ,
2023-11-23,BAUT RODA NKR71 RR-RH MTSD,73 MOTOR,57500,2,pcs, N 9566 UG ,Req 001219
2023-11-23,TALI TAMPAR ,BAROKAH,127000,1,roll, LOGISTIK ,
2023-11-23,Oil Engine MEDITRAN SX,15W-40,29200,9,ltr, N 8432 BF ,Req 001218
2023-11-23,Oil Filter NKR & NMR/ Astra,16-97247 514-0,94575,1,pcs, N 8432 BF ,Req 001218
2023-11-23,Fuel Filter  HINO 23401/PAK MUQ,RM Surabaya,39000,1,ltr, N 8432 BF ,Req 001218
2023-11-23,Fuel Filter NKR & NMR / ASTRA, I8 98037481-A,90675,1,pcs, N 8432 BF ,Req 001218
2023-11-23,HEAD ASSY/RUMAH FILTER NMR71,73 MOTOR,170000,1,pcs, N 8432 BF ,Req 001218
2023-11-23,Oil Hydraulic MEDITRAN S10W,SAE 10 W,29000,10,ltr, WA 01 ,
2023-11-23,Oil Engine MEDITRAN SX,15W-40,29200,2,ltr, WA 01 ,
2023-11-23,THINNER SUPER,Kas - SIWA JAYA,17000,20,LTR, TM 216 ,
2023-11-23,"WIPER BLADE 20""",73 MOTOR,40000,3,pcs, CP.04 TANGKIL ,BY NOTA
2023-11-23,UNP EQ 50,SINARMAS BAJA P,244500,1, btg , BPO TANGKIL ,BY NOTA
2023-11-23,PLAT BORDES 2.3mm IMPORT,SINARMAS BAJA P,1306500,1,lmbr, BPO TANGKIL ,BY NOTA
2023-11-23,"PIPA GAS SCH40 SPINDO 1""",SINARMAS BAJA P,268500,3,btg, BPO TANGKIL ,BY NOTA
2023-11-23,"PIPA GAS SCH40 SPINDO 1/2""",SINARMAS BAJA P,140500,1,btg, BPO TANGKIL ,BY NOTA
2023-11-23,BUBUT SPROCKET D:60mm+SEPI+BOREK,TRIYENNY JAYA,85000,1,pcs, MOJOAGUNG ,
2023-11-24,SOLASI KERTAS BESAR,SUMBER ALAM ATK,14000,1, pcs , TM 219 ,
2023-11-24,SIKAT MANGKOK EINHILL,TOKO 27,25000,1,pcs, TM 219 ,
2023-11-24,Pas KIP FUSO,Bambang AS,350000,1,pcs, B 9319 UIU ,
2023-11-24,Tandokan / Stoper bearing,Bambang AS,300000,1,pcs, B 9319 UIU ,
2023-11-24,BAUT RODA NKR71 RR-RH MTSD,73 MOTOR,57500,3,pcs, N 9426 UG ,Req 001220
2023-11-24,Vernis + Thiner AUTOGLOW,Toko 27,225000,3,set, TM 216 ,
2023-11-24,THINNER SUPER ,SIWA JAYA,17000,20,ltr, TM 216 ,
2023-11-24,STOP LAMP LED DNY,SUMBER BARU MOTOR,320000,1,set, TM 216 ,
2023-11-24,Tabung o2,35393,75000,2,tbg, N 8477 UG ,
2023-11-24,"Gerenda Selep 4""",*,11500,1,pcs, N 8477 UG ,
2023-11-24,Gerinda Potong 4'',*,3000,3,pcs, N 8477 UG ,
2023-11-24,Oil hydraulic TuraliK 69,CAHAYA GUNUNG JATI,27000,6,ltr, Paving 2 ,
2023-11-24,BOSTEL BOR,AKBAR JAYA,15000,2,set, GERINDA MEKANIK ,
2023-11-24,Oil Hydraulic MEDITRAN S10W,SAE 10 W,29000,9,ltr, WA 01 ,
2023-11-24,Oil hydraulic TuraliK 69,CAHAYA GUNUNG JATI,27000,6,ltr, WA 01 ,
2023-11-24,Dudukan Alat Caping Beton,Bima Santosa Tekhnik,2400000,1,unit, BanjarMasin ,Langsung Kirim Ke Banjarmasin
2023-11-24,Tabung Acceteline,Purnama Inti GAS,430000,1,tbg, Req Tangkil ,SJ 001309
2023-11-24,Radiator Bekas CP 01 Dari Kediri,*,0,1, pcs , Tangkil ,SJ 001309
2023-11-24,Tabung o2,5012,75000,1,tbg, Tangkil ,SJ 001309
2023-11-24,VALVE 3 WAY/ OTOMATIS GARDAN NISSAN,73 MOTOR,635000,2,pcs, Tangkil TM FUSO L 9156 UA ,SJ 001309
2023-11-24,Baut Roda + Mur BEIBEN,ABADI BINTANG,98000,2,pcs, Tangkil ,SJ 001309
2023-11-24,Tabung o2,35393,75000,1,tbg, Tangkil ,SJ 001309
2023-11-24,POMPA OLI ASSY EK100,SUMBER BERKAT DIESEL,5600000,1,pcs, TM PUNTIR DIPERBAIKI DI TANGKIL ,SJ 001309
2023-11-24,Ban Luar ORI 1000-20 BS/BSN,UJB 812,3575000,1,pcs, Tangkil ,SJ 001322
2023-11-24,Ban Luar ORI 1000-20 BS/BSN,UJB 813,3575000,1,pcs, Tangkil ,SJ 001322
2023-11-24,Ban Luar ORI 1100-20 BS/BSN,UJB 822,4200000,1,pcs, Tangkil ,SJ 001322
2023-11-24,Ban Jasa Vulkansir Panas 1000-20 / BSJ,UJB 846,825000,1,pcs, Tangkil ,SJ 001322
2023-11-24,Ban Jasa Vulkansir Panas 1000-20 / BSJ,UJB 847,825000,1,pcs, Tangkil ,SJ 001322
2023-11-24,Ban Jasa Vulkansir Panas 1000-20 / BSJ,UJB 848,825000,1,pcs, Tangkil ,SJ 001322
2023-11-24,OIL MEDITRAN SX 15W-40,CAHAYA GUNUNG JATI,6100000,1,drum, Tangkil ,SJ 001322
2023-11-24,Ban DALAM 900-20 IBK,DIRGAPUTRA EKAPRATAMA,241500,4,pcs, Tangkil ,SJ 001322
2023-11-24,Marshet IBK R20 + Besi,DIRGAPUTRA EKAPRATAMA,70586,6,pcs, Tangkil ,SJ 001322
2023-11-24,Sambung Center Blombong Dutro,Bambang AS,600000,2,pcs, Tangkil TM 219 ,SJ By NOTA
2023-11-24,KABEL TIES 150,BAROKAH,16000,1,pack, PUNTIR CONE CRUSHER / Perbaikan Di Malang ,
2023-11-24,KARET DING DONG/ STABILIZER TRONTON,SUMBER BERKAT DIESEL,210000,12,pcs, TM 226 PUNTIR READYMIX ,SJ 001324
2023-11-24,BAUT STABILIZER TRONTON,SUMBER BERKAT DIESEL,40000,4,pcs, TM 226 PUNTIR READYMIX ,SJ 001324
2023-11-24,BAUT STABILIZER TRONTON (M18X),SUMBER BERKAT DIESEL,30000,8, pcs , TM 226 PUNTIR READYMIX ,SJ 001324
2023-11-24,Pnuematic Butterfly Valve (BALLMATIC),PT Bhisma JAYA,1535130,1,set, PUNTIR READYMIX ,SJ 001324
2023-11-24,ACCU NS70 12V RCA BATT,DIRGAPUTRA EKAPRATAMA,809041,2,pcs, PUNTIR PAVING ,SJ 001323
2023-11-24,UCF 213 DIM 65mm ( Tanpa Rumah ),Lahar Jaya,395000,1,pcs, Paving Puntir ,Di bawa Pak Muq
2023-11-24,As Gearbox Mixer Paving,Triyenni,850000,1,pcs, Paving Puntir ,SJ 001323
2023-11-24,AS RODA NKR71 / Untuk Mixer Paving,73 MOTOR,1200000,1,pcs, Paving Puntir ,SJ 001323
2023-11-25,SOLASI KERTAS BESAR,SUMBER ALAM ATK,14000,1, pcs , TM 219 ,
2023-11-25,Oil Engine MEDITRAN SX,15W-40,29200,9,ltr, N 9490 UH ,Req 001222
2023-11-25,Oil Filter NKR & NMR/ Astra,16-97247 514-0,94575,1,pcs, N 9490 UH ,Req 001222
2023-11-25,Fuel Filter NKR & NMR / ASTRA, I8 98037481-A,90675,1,pcs, N 9490 UH ,Req 001222
2023-11-25,Fuel Filter  HINO 23401/PAK MUQ,RM Surabaya,39000,1,pcs, N 9490 UH ,Req 001222
2023-11-25,Oil Engine MEDITRAN SX PLUS ( 200 L ),Cahaya Gunung Jati,33750,11.5,ltr, N 8271 UF ,Req 001221
2023-11-25,Oil Filter NKR & NMR/ Astra,16-97247 514-0,94575,1,pcs, N 8271 UF ,Req 001221
2023-11-25,Fuel Filter NKR & NMR / ASTRA, I8 98037481-A,90675,1,pcs, N 8271 UF ,Req 001221
2023-11-25,FUEL FILTER DMAX I6-98159 693-0,ASTRA ISUZU,75000,1,pcs, N 8271 UF ,Req 001221
2023-11-25,Tap 3/8'' x 16,B.19,55000,1,pcs, Mekanik ,
2023-11-25,Fuel Filter J8620120,UD Sempurna,72000,1,pcs, WA 01 ,
2023-11-25,Oil Hydraulic MEDITRAN S10W,SAE 10 W,29000,19,ltr, WA 01 ,
2023-11-25,Oil hydraulic TuraliK 69,CAHAYA GUNUNG JATI,30250,14,ltr, WA 01 ,
2023-11-25,Sock Baut Nap NMR 71,Triyenni,35000,4,pcs, N 9663 UH ,
2023-11-25,Membesar Kan Baut NAP 12mm,Triyenni,25000,8,pcs, N 9489 UH ,
2023-11-25,Oil Engine MEDITRAN SX PLUS ( 200 L ),Cahaya Gunung Jati,33750,11.5,ltr, DT BARU SUS N 8761 EG ,
2023-11-25,Oil Filter NKR & NMR/ Astra,16-97247 514-0,94575,1,pcs, DT BARU SUS N 8761 EG ,
2023-11-25,Fuel Filter NKR & NMR / ASTRA, I8 98037481-A,90675,1,pcs, DT BARU SUS N 8761 EG ,
2023-11-25,FUEL FILTER DMAX I6-98159 693-0,ASTRA ISUZU,75000,1,pcs, DT BARU SUS N 8761 EG ,
2023-11-25,Gerinda Potong 4'',*,3000,3,pcs, N 8477 UG ,
2023-11-25,Kawat Las RB 4.0 mm,Las Velg,1565,20, pcs , N 8477 UG ,
2023-11-25,Kayu Mearanti 6x10x400,Indra Surya,115000,2,pcs, N 8477 UG ,
2023-11-25,"Gerenda Selep 4""",*,11500,1,pcs, N 8477 UG ,
2023-11-25,Pasrah Kayu,Mebel Arjowinangun,20000,2,pcs, N 8477 UG ,
2023-11-25,Kawel Pir Belakang NKR 71 40 cm,Sumber baru,45000,8, pcs , N 8477 UG ,
2023-11-25,Regulator / Rel KACA NMR 71 RH,Makmur Motor,325000,1,set, N 9210 UF ,
2023-11-25,RING VELG R20,SUMBER BERKAT DIESEL,300000,1,pcs, N 8833 UH / TM 216 ,
2023-11-25,PASANG DAUN VELG FUSO R20 L 10,BAMBANG AS,300000,1,pcs, N 8833 UH / TM 216 ,
2023-11-25,Daun Velg L 10 - R 20,Anugerah,600000,1,pcs, N 8833 UH / TM 216 ,
2023-11-25,Ban Dalam 1000-20 IBK,DIRGAPUTRA EKAPRATAMA,269000,1,pcs, N 8833 UH / TM 216 ,
2023-11-25,Marshet IBK R20 + Besi,DIRGAPUTRA EKAPRATAMA,70586,1,pcs, N 8833 UH / TM 216 ,
2023-11-25,Ban Jasa Vulkanisir Panas 1100-20 / BSJ,UJB 744,925000,1,pcs, N 8833 UH / TM 216 ,
2023-11-25,Ban Depan Luar 750-16 BS Ex DT / ASTRA ISUZU,DK 5565-34/DJ0723,1400000,1,set, N 8303 UH ,Req 001327
2023-11-25,Ban Luar 7.50-16 BS/BSN,T8901-HNJ0723,2175000,1,set, N 8444 UF ,Req 001328
2023-11-25,Ban Luar 7.50-16 BS/BSN,T8901-HNJ0823,2175000,1,set, N 8444 UF ,Req 001328
2023-11-25,Tambah Angin,Kas,2000,1,, Supra X ,
2023-11-25,Bongkar Pasang Ban,Kas - Prima Jaya Ban,25000,1,pcs, TM 216 ,
2023-11-25,Pasang Ban,Kas - Prima Jaya Ban,20000,1,pcs, TM 216 ,
2023-11-25,SEAL RODA BELAKANG DALAM DUTRO,SUMBER BARU MOTOR,55000,1,pcs, TM 219 TANGKIL ,SJ 001325
2023-11-25,SUNDUK PIR BELAKANG DUTRO,SUMBER BARU MOTOR,15000,2,pcs, TM 219 TANGKIL ,SJ 001325
2023-11-25,SPINDLE / ENDTUBE DUTRO 130 HD RH,73 MOTOR,1250000,1,pcs, TM 219 TANGKIL ,SJ 001325
