tanggal,deskripsi,nomor_part,harga,qty,satuan,pengguna,keterangan
2023-12-12,Oil Filter NKR & NMR/ Astra,16-97247 514-0,94575,2,ltr, Kediri Crusher ,SJ 001362
2023-12-12,Fuel Filter  HINO 23401/PAK MUQ,RM Surabaya,39000,2,pcs, Kediri Crusher ,SJ 001362
2023-12-12,Fuel Filter NKR & NMR / ASTRA, I8 98037481-A,90675,2,pcs, Kediri Crusher ,SJ 001362
2023-12-12,Master Kopling Bawah NKR / NMR 71 ORY,73 Motor,220000,1,pcs, Kediri Crusher ,SJ 001362
2023-12-12,Kanvas Rem NKR 71,DIRGAPUTRA EKAPRATAMA,41125,4,pcs, Kediri Crusher ,SJ 001362
2023-12-12,Oil Engine MEDITRAN SX,15W-40,29200,20,ltr, Kediri Crusher ,SJ 001362
2023-12-12,Grease Bearing SHELL,GADUS S2 V150C3,1500000,1,pail, Kediri Crusher ,SJ 001362
2023-12-12,Velg Baru L6-12mm,P/N,900000,2,Pcs, Kediri Crusher ,SJ 001362
2023-12-13,Bikin Rumah Bearing Ayakan Lbg:19cm Pjg:8cm DL:22.5cm + Buat tutup T:12mm Lbg 9.5 DL:22.5 + Bor Baut M8,Triyenny Jaya,850000,2,pcs, Mamuju ,SJ 001356
2023-12-13,Oil Engine MEDITRAN SX,15W-40,29200,9,ltr, N 8428 BF ,Req 001253
2023-12-13,Oil Filter NKR & NMR/ Astra,16-97247 514-0,94575,1,pcs, N 8428 BF ,Req 001253
2023-12-13,Baut Roda NKR71 RR-LH Mitsuda,73 Motor,57500,1,pcs, N 8428 BF ,Req 001253
2023-12-13,Baut Roda BLK NKR 71 LH,Makmur Motor,60000,1,pcs, N 8428 BF ,Req 001253
2023-12-13,King Pin NKR 71 OKYM,Makmur Motor,525000,1,set, N 8428 BF ,Req 001253
2023-12-13,Ban Luar 7.50-16 BS/BSN,T1201-HNJ0223,2175000,1,set, N 8429 BF ,Req 001127
2023-12-13,Ban Luar 7.50-16 BS/BSN,T1201-HNJ0223,2175000,1,set, N 8429 BF ,Req 001127
2023-12-13,Oil Engine MEDITRAN SX,15W-40,29200,9,ltr, N 8427 BF  ,Req 001251
2023-12-13,Oil Filter NKR & NMR/ Astra,16-97247 514-0,94575,1,pcs, N 8427 BF  ,Req 001251
2023-12-13,Rumah Sekering Kecil,73 Motor,7500,1,pcs, N 8427 BF  ,Req 001251
2023-12-13,SEKRING/FUSE 15A,CAKRA MOTOR,2000,5,pcs, N 8427 BF  ,Req 001251
2023-12-13,FUSE / SEKRING 10A,73 MOTOR,3500,5,pcs, N 8427 BF  ,Req 001251
2023-12-13,"Gerenda Selep 4""",*,11500,2,pcs, TM L 8706 UJ ,
2023-12-13,Kawat Las RB 3.2 mm,*,1000,20,pcs, Crusher ,
2023-12-13,Pipa Oli NKR71,Makmur Motor,150000,1,pcs, N 8271 UE ,
2023-12-13,Minyak Rem PRESTONE / ARNEX,DOT 3,75000,0.6,ltr, N 9849 UH ,
2023-12-13,UNP EQ 100,Sinarmas Baja Perkasa,601000,30,btg, Crusher 2 Mamuju ,
2023-12-13,UNP EQ 50,Sinarmas Baja Perkasa,247000,7,btg, Crusher 2 Mamuju ,
2023-12-13,UNP EQ 80,Sinarmas Baja Perkasa,411000,8,btg, Crusher 2 Mamuju ,
2023-12-13,"Strep Bhir 9x3""x5.4mtr",Sinarmas Baja Perkasa,248500,3,btg, Crusher 2 Mamuju ,
2023-12-13,"Strep Bhir 9x2 1/2""x5.4mtr",Sinarmas Baja Perkasa,213000,25,pcs, Crusher 2 Mamuju ,
2023-12-13,Plat Hitam 8x4x8,Sinarmas Baja Perkasa,2423000,10,lmbr, Crusher 2 Mamuju ,
2023-12-13,Plat Hitam 6x4x8 Full,Sinarmas Baja Perkasa,1918000,3,lmbr, Crusher 2 Mamuju ,
2023-12-13,Plat Hitam 5x4x8 Full,Sinarmas Baja Perkasa,1599000,3,lmbr, Crusher 2 Mamuju ,
2023-12-13,Plat Hitam 3.8x4x8,Sinarmas Baja Perkasa,1197000,3,lmbr, N 9489 UH ,
2023-12-13,Tabung o2,*,75000,2,tbg, N 9489 UH ,
2023-12-13,Karet Tali ,Kas ,5000,1,pcs, Logistik  ,
2023-12-13,Selang Udara Filter Hino Prophia ,Sumber Baru Diesel,230000,1,pcs, Tm 201 Tangkil ,SJ 001372
2023-12-13,Baut 7/8x3 NC,B19,16000,10,pcs, WA Tangkil ,SJ 001372
2023-12-13,Ring Pir 7/8,B19,1000,10,pcs, WA Tangkil ,SJ 001372
2023-12-13,Ring Plat 7/8,B19,1500,10,pcs, WA Tangkil ,SJ 001372
2023-12-13,Piston Hino F17D,Bengkel Gunung Mas,1260000,1,pcs, TM 201 Tangkil ,SJ 001372
2023-12-13,Metal Duduk F17D OS 0.75,Bengkel Gunung Mas,1240000,1,set, TM 201 Tangkil ,SJ 001372
2023-12-13,Ring Piston Hino F17D,Bengkel Gunung Mas,720000,1,set, TM 201 Tangkil ,SJ 001372
2023-12-13,Baut Setelan Klep (Lepasan),Bengkel Gunung Mas,215000,2,pcs, TM 201 Tangkil ,SJ 001372
2023-12-13,Repair Kit Dongkrak Cabin Beiben,Bengkel Gunung Mas,195000,1,set, TM 210 Tangkil ,SJ 001372
2023-12-13,BAN DALAM 900-20 IBK,DIRGAPUTRA EKAPRATAMA,241412,2,pcs, CP 05 & TM 202 ,SJ 001372
2023-12-13,Marshet R20 GT,SBM,100000,1,pcs, CP 05 ,SJ 001372
2023-12-14,Bearing Roda Belakang Luar / JUB,28680/22 KOYO,176750,2,pcs, N 8417 UE ,
2023-12-14,Bearing Roda Belakang Dalam NKR / JUB,29586 YA/22YA,202500,2,pcs, N 8417 UE ,
2023-12-14,Seal Roda blk Luar NKR & NMR - RM,8 - 94336-317-1,31500,2,pcs, N 8417 UE ,
2023-12-14,Seal Roda Belakang Dalam NKR - RM,8-94336-316-0,37500,2,pcs, N 8417 UE ,
2023-12-14,Lem Autosealer,Makmur Motor,12500,1,pcs, N 8417 UE ,
2023-12-14,Kawel Pir Belakang Elf,Sumber Baru Motor,45000,2,pcs, N 8417 UE ,
2023-12-14,OIL PERTAMINA SAE 140,RORED HDA 140,36500,4.5,ltr, N 8417 UE ,
2023-12-14,Oil Hydraulic MEDITRAN S10W,SAE 10 W,29000,4,ltr, WA 01 ,
2023-12-14,Oil Engine MEDITRAN SX,15W-40,29200,3,ltr, WA 01 ,
2023-12-14,Fuel Filter J8620120,UD Sempurna,72000,1,pcs, WA 01 ,
2023-12-14,Minyak Rem PRESTONE / ARNEX,DOT 3,75000,0.3,ltr, Forklift Kuning ,
2023-12-14,Baut Roda BLK NKR 71 LH,Makmur Motor,60000,1,pcs, N 9446 UG ,Req 001254
2023-12-14,Baut Roda NKR71 RR-RH Mitsuda,73 Motor,57500,1,pcs, N 9446 UG ,Req 001254
2023-12-14,Seal Rem 40493,73 Motor,10000,4,pcs, N 9446 UG ,Req 001254
2023-12-14,Velg repair L6-12mm,Triyenny,60000,1,pcs, N 9446 UG ,Req 001254
2023-12-14,Daun Velg L-6 LANTECH,P/N,400000,1,Pcs, N 9446 UG ,Req 001254
2023-12-14,Kawat Las RB 4.0 mm,Untuk Las Velg,1565,11,pcs, N 9446 UG ,Req 001254
2023-12-14,Gerinda Potong 4'',*,3000,1,pcs, Paving 3 ,
2023-12-14,"Gerenda Selep 4""",*,11500,3,pcs, TM L 8706 UJ ,
2023-12-14,Thinner Super ,Siwa Jaya,17000,20,ltr, TM L 8706 UJ ,
2023-12-14,CAT MIX JAGOAN ABU DASHBOARD,TOKO 27,110000,2,kg, TM L 8706 UJ ,
2023-12-14,Solasi Kertas Besar,Sumber Alam Jaya ATK,7500,3,pcs, TM L 8706 UJ ,
2023-12-14,Bearing Roda Belakang Dalam NMR/JUB,30213 JR / KOYO,162500,1,pcs, N 9452 UG ,Req 001339
2023-12-14,Seal Roda Belakang Dalam NMR  - RM,8 - 97122937 - 0,45000,1,pcs, N 9452 UG ,Req 001339
2023-12-14,Kawat Las Rb 4.0mm,Cv Brilliant,160000,1,pack, N 9489 UH ,
2023-12-14,Gerinda Potong 4'',*,3000,4,pcs, N 9489 UH ,
2023-12-14,SKUN ACCU,73 MOTOR,7500,2,pcs, Mekanik ,
2023-12-14,Gergaji Triplek,UD. Sumber Baru,23000,1,pcs, Mekanik ,
2023-12-14,Mata Gergaji Kecil,UD. Sumber Baru,1500,4,pcs, Mekanik ,
2023-12-14,Pir Babo Depan Nkr 71 Ory,73 MOTOR,730000,1,pcs, N 8624 UG ,
2023-12-14,Sunduk Pir  DPN,73 Motor,25000,1,pcs, N 8624 UG ,
2023-12-14,Oil Hydraulic MEDITRAN S10W,SAE 10 W,29000,0.6,ltr, N 8515 UH ,
2023-12-14,Ban Luar 7.50-16 BS/BSN,T1202-HNJ0323,2175000,1,set, N 9446 UG ,Req 001128
2023-12-14,Ban Luar 7.50-16 BS/BSN,T1202-HNJ0323,2175000,1,set, N 9446 UG ,Req 001128
2023-12-14,V Belt Gaido B85,Omega Tech,58000,4,pcs, Mamuju ,SJ 001376 (Dibawa P. Muklis)
2023-12-14,V Belt Gaido C85,Omega Tech,108000,6,pcs, Mamuju ,SJ 001376 (Dibawa P. Muklis)
2023-12-14,Oil Filter Donaldson P55-4005,UD Sempurna,201000,2,pcs, Req Genset Mamuju ,SJ 001376 (Dibawa P. Muklis)
2023-12-14,Baut MBNC 5/8x2 1/2,Kas - Putra Cakra,5200,10,pcs, Paving 3 ,
2023-12-14,Baut BHK 8x40,Kas - Putra Cakra,1000,20,pcs, Paving 3 ,
2023-12-14,Bearing 6313 RS,Kas - Lahar Jaya,465000,1,pcs, Crusher ,
2023-12-14,Bearing 6314 RS,Kas - Lahar Jaya,535000,1,pcs, Crusher ,
2023-12-14,Servis Dynamo 7.5 HP,Kas 22/12 - ARY DINAMO,175000,1,pcs, Screw Ayakan Puntir  ,yg ngerusakkan puntir 
2023-12-14,Motor Dinamo + Gearbox 1.1 KW 1400 Rpm,,0,1,set,Paving Puntir,SJ 001375
2023-12-14,"Gulung Coil Dinamo 5,5 HP",ARY DINAMO,1600000,1,pcs,Crusher Puntir,SJ 001375
2023-12-14,Servis Dinamo Vibrator,ARY DINAMO,650000,1,pcs,Paving Puntir,SJ 001375
2023-12-14,Plat Hitam 6x4x8 Full,Sinarmas Baja Perkasa,1918000,2,lmbr, Hoper Crusher Puntir ,SJ 001375
2023-12-14,Booster/Master Kopling Bawah HINO,73 Motor,730000,1,pcs, TM 226 Puntir ,SJ 001374
2023-12-15,Oil hydraulic TuraliK 69,CAHAYA GUNUNG JATI,26800,2,ltr, WA 01 ,
2023-12-15,Oil Hydraulic MEDITRAN S10W,SAE 10 W,29000,3,pcs, WA 01 ,
2023-12-15,PIPA BESI ( 2MTR ),ANEKA LOGAM,18000,7,Kg, N 9944 UG ,
2023-12-15,Oil Engine MEDITRAN SX,15W-40,29200,3,ltr, N 8267 EE/G. Max Paving ,
2023-12-15,Oil Meditran S40,CAHAYA GUNUNG JATI,28200,40,ltr, Cone Crusher ,
2023-12-15,OIL PERTAMINA SAE 140,RORED HDA 140,36500,2,ltr, Crusher ,
2023-12-15,Kawat las RB 3.2 mm,*,1000,10,pcs, Crusher ,
2023-12-15,Top Color Black 0020,Toko 27,82500,1,kg, TM L 8706 UJ ,
2023-12-15,Vernis Autoglow 4010 + H,Toko 27,175000,1,kg, TM L 8706 UJ ,
2023-12-15,Thinner Autoglow 3910 ,Toko 27,62500,1,klg, TM L 8706 UJ ,
2023-12-15,"Gerenda Selep 4""",*,11500,2,pcs, TM L 8706 UJ ,
2023-12-15,Epoxy Dana Grey + H,Toko 27,82500,2,kg, TM L 8706 UJ ,
2023-12-15,Solasi Kertas Besar,Sumber Alam Jaya ATK,7500,1,pcs, TM L 8706 UJ ,
2023-12-15,Plat Potong 1.2mm,Aneka Logam,19000,10,kg, TM L 8706 UJ ,
2023-12-15,Top Color White 0001,Toko 27,82500,7,kg, TM L 8706 UJ ,
2023-12-15,Epoxy Dana Grey + H,Toko 27,82500,1,kg, TM L 8706 UJ ,
2023-12-15,Mata Bor Besi 8mm,Barokah,35000,2,pcs, TM L 8706 UJ ,
2023-12-15,BAN DALAM 700/750-16 IBK,DIRGAPUTRA EKAPRATAMA,134390,1,pcs, N 9615 UH (Aris DT Baru) ,
2023-12-15,Bearing Roda Belakang Dalam NMR/JUB,30213 JR / KOYO,162500,1,pcs, N 8310 UH ,Rudi Storing
2023-12-15,Bearing Roda Belakang Luar / JUB,28680/22 KOYO,176750,1,pcs, N 8310 UH ,Rudi Storing
2023-12-15,Seal Roda blk Luar NKR & NMR - RM,8 - 94336-317-1,31500,1,pcs, N 8310 UH ,Rudi Storing
2023-12-15,Seal Roda Belakang Dalam NMR  - RM,8 - 97122937 - 0,45000,1,pcs, N 8310 UH ,Rudi Storing
2023-12-15,Baut Roda NKR71 RR-RH Mitsuda,73 Motor,57500,3,pcs, N 8310 UH ,Rudi Storing
2023-12-15,Oil Engine MEDITRAN SX,15W-40,29200,1.5,ltr, N 8430 BF ,
2023-12-15,Velg repair L6-12mm,Triyenny,60000,1,pcs, N 9429 UG ,
2023-12-15,Daun Velg L-6 LANTECH,P/N,400000,1,Pcs, N 9429 UG ,
2023-12-15,Kawat Las RB 4.0 mm,Untuk Las Velg,1565,11,pcs, N 9429 UG ,
2023-12-15,Baut Roda BLK NKR 71 RH,Makmur Motor,60000,1,pcs, N 9663 UH ,REQ 001256
2023-12-15,BAUT RODA JUMBO UNIVERSAL RR-RH/IBK,DIRGAPUTRA EKAPRATAMA,62637,1,pcs, N 9663 UH ,REQ 001256
2023-12-15,Pylox 108 Yellow,Toko 27,30000,4,btl, Armada ,
2023-12-15,Rumah Filter/Fuel Filter ASM NMR81 I8-98184 212-2,Astra Isuzu,1170000,1,pcs, Banjarmasin ,SJ 001379
2023-12-15,UM P. Rudi + Bambang Storing ke Bakalan ,Kas ,15000,2,org , N 8310 UH ,
2023-12-15,Thinner Super ,Kas ,17000,20,ltr, TM L 8706 UJ ,
2023-12-15,Gerinda Makita M0900B/MT 90 100mm 540W,Kas - Sakti Putra Perdana,405039,2,pcs, Mekanik ,
2023-12-15,Oil hydraulic TuraliK 69,CAHAYA GUNUNG JATI,26800,40,ltr, Tangkil ,SJ 001373
2023-12-15,Tabung Gas O2,42244,75000,1,pcs, Tangkil ,SJ 001373
2023-12-15,Oil Filter Mix FAW C-5003,Prapat Tunggal Cipta,119880,1,pcs, TM 213 ,SJ 001373
2023-12-15,Ban Jasa Vulkanisir DGN 900-20/MJS,UJB 552,950000,1,Pcs, CP 05 ,SJ 001373
2023-12-15,Ban Jasa Vulkanisir Panas 900-20 / MJS,UJB 849,750000,1,pcs, CP 05 ,SJ 001373
2023-12-15,Ban Vulkanisir Jadi Dingin 1000-20/MJS,UJB 882,1650000,1,pcs, Tangkil ,SJ 001373
2023-12-15,Ban Luar 1000-20 BS/BSN,UJB 868,3575000,1,pcs, TM 208 ,SJ 001373
2023-12-15,BAN DALAM 900-20 IBK,DIRGAPUTRA EKAPRATAMA,241412,1,pcs, TM 208 ,SJ 001373
2023-12-15,Oil Hydraulic Turalik 69,CAHAYA GUNUNG JATI,5600000,1,drum, Tangkil ,SJ 001373
2023-12-15,Jasa Ban Vulkanisir Dingin 1100-20/MJS,UJB 732,1150000,1,pcs, TM FUSO L 9156 UA ,SJ 001373
2023-12-15,LEM GASKET SHELLAC,73 MOTOR,45000,1,pcs, Tangkil ,SJ 001373
2023-12-15,Master Kopling Atas Beiben,Abadi Bintang,284000,1,Pcs, Tangkil ,SJ 001378
2023-12-15,Booster Kopling Bawah Beiben,Abadi Bintang,440000,1,Pcs, Tangkil ,SJ 001378
2023-12-15,Bearing 6206 2Z SKF,Lahar Jaya,95000,2,pcs, HINO EK 100 Puntir Servis di Tangkil ,SJ 001373
2023-12-15,KONTAKTOR ST35 MITSUBISHI,IPUL ELECTRIC,511500,1,Pcs, Puntir Crusher ,SJ 001377
2023-12-15,THERMAL THT 25 (12-18) MITSUBISHI,IPUL ELECTRIC,187000,1,pcs, Puntir Crusher ,SJ 001377
2023-12-16,Oil Engine MEDITRAN SX PLUS ( 200 L ),CAHAYA GUNUNG JATI,33750,11.5,ltr, N 8333 UF ,REQ 001258
2023-12-16,Oil Filter NKR & NMR/ Astra,16-97247 514-0,94575,1,pcs, N 8333 UF ,REQ 001258
2023-12-16,FUEL FILTER DMAX I6-98159 693-0,ASTRA ISUZU,75000,1,pcs, N 8333 UF ,REQ 001258
2023-12-16,Fuel Filter NKR & NMR / ASTRA, I8 98037481-A,90675,1,pcs, N 8333 UF ,REQ 001258
2023-12-16,Fuel Filter  HINO 23401/PAK MUQ,RM Surabaya,39000,1,pcs, N 9426 UG ,REQ 001258
2023-12-16,Oil Engine MEDITRAN SX,15W-40,29200,9,ltr, N 9426 UG ,REQ 001258
2023-12-16,Fuel Filter NKR & NMR / ASTRA, I8 98037481-A,90675,1,pcs, N 9426 UG ,REQ 001258
2023-12-16,Oil Filter NKR & NMR/ Astra,16-97247 514-0,94575,1,pcs, N 9426 UG ,REQ 001258
2023-12-16,Baut Roda BLK NKR 71 RH,,60000,2,pcs, N 9426 UG ,REQ 001258
2023-12-16,CLAMP ACCU,73 MOTOR,30000,1,set, N 9426 UG ,REQ 001258
2023-12-16,Cat Tc White TT,Toko 27 ,82500,1,pcs, TM L 8706 UJ ,
2023-12-16,CAT MIX JAGOAN ABU DASHBOARD,TOKO 27,110000,1,pcs, TM L 8706 UJ ,
2023-12-16,Top Color White 0001,Toko 27,82500,2,kg, TM L 8706 UJ ,
2023-12-16,Top Color Black 0020,Toko 27,82500,1,kg, TM L 8706 UJ ,
2023-12-16,SIKAT MANGKOK,SIWA JAYA,15000,1,pcs, TM L 8706 UJ ,
2023-12-16,Thinner Super ,Siwa Jaya,17000,20,ltr, TM L 8706 UJ ,
2023-12-16,Oil Engine MEDITRAN SX,15W-40,29200,3,ltr, N 9058 UF ,
2023-12-16,Oil Engine MEDITRAN SX,15W-40,29200,2.5,ltr, N 8502 UA ,
2023-12-16,Tabung Gas O2,,75000,1,tbg, Paving 3 ,
2023-12-16,Gerinda Potong 4'',*,3000,23,pcs, Crusher 2 Mamuju ,
2023-12-16,Master Kopling Bawah NKR / NMR 71 ORY,73 Motor,220000,1,pcs, N 9614 UH ,Req 001259
2023-12-16,Minyak Rem PRESTONE / ARNEX,DOT 3,75000,0.6,ltr, N 9614 UH ,Req 001259
2023-12-16,LAMPU H4 24V PHILIPS,MAKMUR MOTOR,40000,1,pcs, N 8448 UF ,
2023-12-16,Pylox 101 Red,Toko 27,30000,2,btl, Armada ,
2023-12-16,Sarung Tangan Putih Polos,Prima Sekar,14500,10,lusin, Paving ,
2023-12-16,Ban Luar 750-16 BS/BSN,T1201-HNJ0223,2175000,1,pcs, N 8271 UF ,
2023-12-16,Ban Luar 750-16 BS/BSN,T1201-HNJ0223,2175000,1,pcs, N 8271 UF ,
2023-12-16,Seal Roda Depan / 73 Motor,8-94248117-1,47500,1,pcs, N 8761 UG ,Req 001340
2023-12-16,Bearing Roda Depan Dalam / JUB,32210 J KOYO,121000,1,pcs, N 8761 UG ,Req 001340
2023-12-16,Bearing Roda Depan Luar / JUB,32207 J KOYO,77000,1,pcs, N 8761 UG ,Req 001340
2023-12-16,Oil Engine MEDITRAN SX,15W-40,29200,0.5,ltr, N 8761 UG ,Req 001340
2023-12-16,Oil Engine Meditran S-50,CAHAYA Gunung JATI,32800,0.5, ltr , N 8761 UG ,Req 001340
2023-12-16,Baut Roda BLK NKR 71 LH,Makmur Motor,60000,2,pcs, N 8235 UG ,Req 001341
2023-12-16,KLAKSON 24V DENSO,73 MOTOR,150000,0.5,set, N 8235 UG ,Req 001341
2023-12-16,Velg Baru L6-12mm,P/N,900000,1,pcs, N 8235 UG ,Req 001341
2023-12-16,Oil Engine MEDITRAN SX,15W-40,29200,1.5,ltr, N 8271 UE ,
2023-12-16,Oil hydraulic TuraliK 69,CAHAYA GUNUNG JATI,26800,2,ltr, N 8271 UE ,
2023-12-16,Resin,SIWA JAYA,45000,1,kg,  Dinamo Gearbox Paving Puntir ,
2023-12-16,Catalis,SIWA JAYA,10000,1,ons,  Dinamo Gearbox Paving Puntir ,
2023-12-16,Oil Meditran S40,CAHAYA GUNUNG JATI,28200,1.5,ltr,  Dinamo Gearbox Paving Puntir ,
2023-12-18,Top Color Taxi Yellow 2515,Toko 27,82500,1,kg, TM L 8706 UJ ,
2023-12-18,Solasi Kertas Besar,Sumber Alam Jaya ATK,7500,2,pcs, TM L 8706 UJ ,
2023-12-18,Vernis Autoglow 4010 + H,Toko 27,175000,2,kg, TM L 8706 UJ ,
2023-12-18,Thinner Autoglow 3910 ,Toko 27,62500,2,klg, TM L 8706 UJ ,
2023-12-18,Oil Engine MEDITRAN SX,15W-40,29200,2,ltr, WA 01 ,
2023-12-18,Oil Hydraulic MEDITRAN S10W,SAE 10 W,29000,3,ltr, WA 01 ,
2023-12-18,CUTTING TIP / MATA BLANDER TYPE A-3,REJO JOYO,50000,1,pcs, Crusher 2 Mamuju ,
2023-12-18,"Gerinda Potong WD 4""",Prima Sekar,50000,1,pack, Crusher 2 Mamuju ,
2023-12-18,SERVIS REK END,TRI STAR,135000,2,pcs, N 9429 UG ,Req 01260
2023-12-18,BOOT BALLS JOINT,BENGKEL TRI STAR,20000,2,pcs, N 9429 UG ,Req 01260
2023-12-18,SHOCK ABSORBER/SKOK DPN NMR71,73 Motor,260000,2,pcs, N 9429 UG ,Req 01260
2023-12-18,STOPPER PIR DEPAN NKR/NMR,73 Motor,70000,2,pcs, N 9429 UG ,Req 01260
2023-12-18,King Pin NKR 71,73 Motor,500000,1,set, N 9429 UG ,Req 01260
2023-12-18,Bearing Roda Depan Dalam / JUB,32210 J KOYO,121000,2,pcs, N 9429 UG ,Req 01260
2023-12-18,Bearing Roda Depan Luar / JUB,32207 J KOYO,77000,2,pcs, N 9429 UG ,Req 01260
2023-12-18,Seal Roda Depan NKR71,73 Motor,47500,1,pcs, N 9429 UG ,Req 01260
2023-12-18,SAMBUNG PUCUK CENTER BLOMBONG,BAMBANG AS,600000,2,pcs, N 9566 UG ,
2023-12-18,Air Filter NKR / ASTRA,I7-55500 201 -A,230000,1,Pcs, N 8271 UE ,
2023-12-18,V-belt B65,Omega Tech,54000,1,pcs, Paving 2 ,
2023-12-18,V Belt B63,Omega Tech,52000,2,pcs, Paving 2 ,
2023-12-18,Rumah Filter/ Pompa Filter NMR71,73 Motor,170000,1,pcs, N 8515 UH ,Rudi Storing
2023-12-18,Fuel Filter NKR & NMR / ASTRA, I8 98037481-A,90675,1,pcs, N 8515 UH ,Rudi Storing
2023-12-18,Sensor Filter Solar,Makmur Motor,35000,1,pcs, N 8515 UH ,Rudi Storing
2023-12-18,Lem Autosealer,Makmur Motor,12500,1,pcs, Minimix G 9106 CB ,
2023-12-18,WoolPoles INHIL 5'',TOKO CAT 27,45000,1,pcs, Minimix G 9106 CB ,
2023-12-18,Oil Castrol Magnetec,SBM,380000,1,jurigen,Pak Arif,
2023-12-18,Kunci Impact Manual,SBM,750000,1,set, N 9566 UG ,
2023-12-18,Stop Kontak 5 Lubang,UD Barokah,26500,1,pcs, Mekanik ,
2023-12-18,Stop Kontak 3 Lubang,UD Barokah,13500,1,pcs, Mekanik ,
2023-12-18,Kabel PTO 3.5 mtr,73 Motor,110000,1,pcs, N 8310 UH ,
2023-12-18,Dinamo Sumur Bor,Brgnya ,0,1,pcs, Puntir ,SJ001381
2023-12-18,Motor Dinamo + Gearbox 1.1 KW 1400 Rpm,*,0,1,set,Paving Puntir,SJ 001385
2023-12-18,Servis Gulung Motor 7.5 HP,Kas 22/12 - ARY DINAMO,1600000,1,set, Puntir Sumur Bor ,ini perbaikan dr dinamo sumur bor
2023-12-18,Belt Conveyor 40cmx3ply,Dwi Mandiri jaya,148000,26,mtr, BABAT CRUSHER ,SJ 001383
2023-12-18,Lampu Sorot LED 100W Mikolile,Sehat Electric,120000,2,pcs, BABAT READYMIX ,SJ 001383
2023-12-18,Jasa Ban Vulkanisir Dingin 1000-20/MJS,UJB 356,1050000,1,pcs, BABAT READYMIX ,SJ 001383
2023-12-18,Jasa Ban Vulkanisir Dingin 1000-20/MJS,UJB 383,1050000,1,pcs, BABAT READYMIX ,SJ 001383
2023-12-18,Jasa Ban Vulkanisir Dingin 1000-20/MJS,UJB 477,1050000,1,pcs, BABAT READYMIX ,SJ 001383
2023-12-18,Jasa Ban Vulkanisir Dingin 1000-20/MJS,UJB 541,1050000,1,pcs, BABAT READYMIX ,SJ 001383
2023-12-18,Jasa Ban Vulkanisir Dingin 1000-20/MJS,UJB 575,1050000,1,pcs, BABAT READYMIX ,SJ 001383
2023-12-18,Ban Vulkanisir Jadi Dingin 1000-20/MJS,UJB 883,1650000,1,pcs, BABAT READYMIX ,SJ 001383
2023-12-18,Jasa Ban Vulkanisir Dingin 1000-20/MJS,UJB 895,1050000,1,pcs, BABAT READYMIX ,SJ 001383
2023-12-18,Jasa Ban Vulkanisir Dingin 1000-20/MJS,UJB 635,1050000,1,pcs, BABAT READYMIX ,SJ 001383
2023-12-18,Bordes 3.6mm,Sinarmas Baja Perkasa,2155000,2,lmbr,BPO Kediri R,SJ001382
2023-12-18,Ban Luar 750-16 BS/BSN,T1202-HNJ0223,2175000,1,set, N 8381 GF ,SJ001382
2023-12-18,Ban Luar 750-16 BS/BSN,T1201-HNJ0223,2175000,1,set, N 8381 GF ,SJ001382
2023-12-18,Oil Hydraulic Turalik 69,CAHAYA GUNUNG JATI,5600000,1,drum,Kediri Readymix,SJ001382
2023-12-18,OIL PERTAMINA SAE 140,RORED HDA 140,36500,20,ltr,Kediri Readymix,SJ001382
2023-12-18,Seal KIT Borm Sterring NKR 71,Makmur Motor,265000,1,set,Kediri Readymix,SJ001382
2023-12-18,Bearing Roda Belakang Luar / JUB,28680/22 KOYO,176750,1,pcs,Kediri Readymix,SJ001382
2023-12-18,Bearing Roda Belakang Dalam NKR / JUB,29586 YA/22YA,202500,1,pcs,Kediri Readymix,SJ001382
2023-12-18,BONGKAR PASANG VELG,TRIYENNY JAYA,60000,1,pcs,Kediri Readymix,SJ001382
2023-12-18,Daun Velg L-6 LANTECH,P/N,400000,1,Pcs,Kediri Readymix,SJ001382
2023-12-18,Pompa Oli Power Steering NMR,Makmur Motor,1000000,1,pcs, Req Kediri Readymix ,SJ001382
2023-12-19,Pir Babok Depan NKR 71,73 Motor,730000,1,pcs, N 8429 BF ,REQ 001261 Pasang Luar
2023-12-19,Sunduk Pir  DPN,73 Motor,25000,1,pcs, N 8429 BF ,REQ 001261 Pasang Luar
2023-12-19,King Pin NKR 71,73 Motor,500000,0.5,set, N 9663 UH ,Req 001262
2023-12-19,Seal Roda Depan NKR71,73 Motor,47500,1,pcs, N 9663 UH ,Req 001262
2023-12-19,Center Bolt/ Sunduk Pir Belakang,73 Motor,40000,1,pcs, N 9663 UH ,Req 001262
2023-12-19,Oil Hydraulic MEDITRAN S10W,SAE 10 W,29000,1,ltr, N 9663 UH ,Req 001262
2023-12-19,Oil Meditran S40,CAHAYA GUNUNG JATI,28200,40,ltr, Cone Crusher ,
2023-12-19,King Pin NKR 71,73 Motor,500000,1,set, N 9663 UH ,
2023-12-19,"Gerinda Potong WD 4""",Prima Sekar,50000,1,pack, Crusher 2 Mamuju ,
2023-12-19,"Gerinda Selep  NR 4""",Prima Sekar,11000,2,pcs, Crusher 2 Mamuju ,
2023-12-19,MINYAK REM PRESTONE,CV. ARNEX,75000,0.3,ltr, N 9426 UG ,
2023-12-19,Oil Engine MEDITRAN SX,15W-40,29200,2,Ltr, N 9058 UF ,
